Lyrics,Mood
"Cosa vuoi che ti dica, io credevo
Di far bene dicendoti di no
Cosa ci posso fare, io pensavo
Che tu avessi bisogno dei miei no
Forse ho sbagliato sol perché ho sognato
Di poter vivere attraverso te

Ed ora invece
L’unica cosa
Che ci accomuna
È lo sbagliare
Nel rinfacciare
A un uomo quello
Che non sappiamo
Esser da sole

Siamo soltanto
Due donne che
Non han potuto
Sbagliare in pace
Non han potuto
Mai imparare
Come si fa
A conquistare
Se stesse e gli altri
Pagando da sé

Cosa vuoi che ti dica, figlia mia
Confesso che vorrei aver capito
Per tempo come l’unico sistema
Per stare al mondo senza fregature
Sia andare incontro al mondo apertamente
Toccando i propri sbagli con la pelle",Sad
"E l’ho sognato tanto
Pensar che l’ho sognato
Per una barca d’anni
Il grande avvenimento
Ricordo ancora adesso
Le raccomandazioni
Di quella santa donna
-attenta a quel che fai-

Ed io lì a tener duro
-viva la resistenza-
Accumulai consigli
Sul dove come quando
E adesso sono qui
Mi chiedo se valeva
La pena di aspettare
Tanto per arrivare
Su un letto consacrato
Con gli occhi spalancati
Piantati in una schiena
Che russa qui al mio fianco

Con tanti bei consigli
Raccolti in tanto tempo
Nessuno mi è servito
A tener sveglio un uomo
Nessuno mi ha spiegato
Che fare la puttana
Scegliendosi il cliente
Non è prostituzione",Happy
"Ed era lì in un angolo
Sembrava cosa messa ormai da parte
Ed era lì da solo
Aveva occhi ricolmi di tristezza
Ed era lì e taceva
Cercando di passare inosservato
Ed era lì seduto
E l’infelicità lo colorava

Ed eri lì nel mezzo
Parlando di te stessa a quattro idioti
Ed eri lì, bellissima
Scuotendo il capo a muovere i capelli
Ed eri lì, elegante
Avvolta dagli sguardi della gente
Ed eri lì, felice
Crogiolata da tanta ammirazione

Ed ero lì, annoiata
Da tanti deficienti messi insieme
E stavo lì, chiedendomi
Cosa spettassi per scappare via
Ed ero lì, tristissima
Quando trovai i suoi occhi quasi a caso
Andammo via in silenzio
Mentre parlavi di non so che cosa",Happy
"Perché
Amore mio
Dimmi perché
La colpa
Nei tuoi occhi
Amore mio
Perché
Gesti nervosi
Scatti d’ira
Colpe sperate
Da tirarmi in faccia?

Ti sei innamorato
Amore mio
Povero
Amore mio
Che non capisce
Che l’unica
A capirlo
Sono io",Sad
"C’era una volta e forse esiste ancora
Un cortiletto di piastrelle grigie
Dietro una vecchia casa di tre piani
In fondo ad una strada fuori mano

Là dietro giocavamo da bambini
Alla bottega o a fare i genitori
Quella era la città e la prateria
Dove seminavamo i nostri sogni

Un giorno disegnammo con il gesso
La pianta di una casa in miniatura
Ricordo che giocammo per un pezzo
Correndo tra quei muri fatti d’aria

Da allora è ormai passato tanto tempo
Ed ho abitato in cento in mille case
Alcune mi han nascosta, altre protetta
Nessuna mi ha lasciata respirare
E mi ritrovo ancor di tanto in tanto
Quando più forte è la malinconia
A sognar la mia casa disegnata
Ed a scoprir che è diventata stretta

Chissà che fine ha fatto il ragazzino
Che allor credeva di esser mio marito
Eppure abbiamo pianto tutti e due
Quando ha cambiato casa e se n’è andato",Happy
"So già che questa sera
Quando uscirò con te
Mi dirai che sto bene
Vestita in questo modo

Andremo in un locale
Dove sei conosciuto
Farai in modo che entrando
Si accorgano di te
Che io possa notare
Padrone e cameriere
Che ci corrono incontro
Chiedendo come va

So già che sceglierai
Vini di un certo anno
Che ne discuterai
Con uno che fa finta
Con aria deferente
Di essere un ignorante
Solo per consentirti
Di far scena con me

E so che sulla lista
Troverò piatti strani
E so che ti offrirai
Di scegliere per me

So già che dopo cena
Andremo in un locale
Stesso cerimoniale
Usato al ristorante
Un’occhiata al pianista
Che attacca una canzone
Mentre chiami per nome
E ordini da bere
E poi per richiamare
La mia stanca attenzione
Con una mano piano
La mia tu prenderai

So già che questa notte
Quando tornando a casa
Attaccherai col solito
Stupido discorsetto
Sull’emancipazione
L’assenza di complessi
Ne sentirò salire
A migliaia dentro me
Perché non so trovare
Che gente come te
Perché non so trovare
Che gente come te",Sad
"Son sempre io la donna
Quella alla quale dici
-ciao- ritornando a casa
O –quanto- dal finestrino
-vieni da me stasera-
O –tu rimani in casa-
-dove sei stata oggi-
Oppure –cos’hai fatto-
Quella che vuoi convincere
Che non è affatto tardi
Quella alla quale spieghi
Cos’è la libertà

Quella alla quale guardi
Le gambe per la strada
Quella che è una puttana
Se te le fa vedere
Quella che è poco seria
Perché di notte è in giro
Quella che è una bigotta
Se in giro non ci sta

Quella che se va in auto
Dovrebbe far la calza
E che se fa la calza
Ti annoia da morir

Son sempre io la donna
Quella che se lavora
E se ti frega il posto
È una che ci sta
Son quella stessa donna
Alla quale da tempo
Non regali dei fiori
-dei fiori poi perché-

E adesso se mi trovi
Di notte in un locale
Per diecimila lire
Rose me ne compri tre

Son sempre io la donna
Questo camaleonte
Che prende il suo colore
Stando vicino a te",Happy
"Senti, stasera no
Sta' fermo con le mani
Ho qualcosa qui dentro
Bisogno di parlare
Forse non son due anni
Da quando siam sposati
Dimmi come si fa
A non parlare più

Perché fai quella faccia
Hai già l’aria scocciata
Ti stai già difendendo
Ti senti sotto accusa
Io voglio solamente
Arrivare a capire
Se ho sbagliato qualcosa
O se hai sbagliato tu

Arrivi a casa
Mi guardi appena
Cosa si mangia
Prendi a mangiare
Leggi il giornale
Guardi la tele
Io lavo i piatti
E poi resto lì
E resto lì

Aspetto che finisca
Anche il telegiornale
Ti alzi e ti stiracchi
Ti avvii verso la stanza
Ti seguo lentamente
Spengo tutte le luci
Raccolgo i tuoi calzoni
Mi sdraio accanto a te

E adesso siamo qui
Uno vicino all’altra
Solo fisicamente
Chissà a che cosa pensi
Sento solo due mani
Che cercano qualcosa
Come dentro un cassetto
Il terzo del comò

Senti, stasera no
Sta' fermo con le mani
Io non ne posso più
Di farmi adoperare
Cerca di ricordare
Le carezze leggere
Di un tempo ormai lontano
Ti prego, parla un po’
Con me
Ti prego, parla un po’ con me
Ti prego, parla un po’",Happy
"Mi chiedi se ti amo
Ma certo che ti amo
Cosa ti viene in mente
Di chiederlo stasera?

Ti amo come un cane
Vuol bene al suo padrone
Perché se ho ben capito
Tu sei il mio padrone

Ti amo, mio signore
Vivo di devozione
Crepo di fedeltà
Facendoti un maglione

Quando alla sera chiudi
Sportelli e finestrini
Scendi dall’auto e sali
Sali sopra di me

Ma perché fai domande
Visto che sai già tutto?

In fondo siam colleghe
Io e la tua macchinetta
Tu sei quello che paga
E noi viviam per te

Mi chiedi se ti amo
Ma certo che ti amo
Ti viene forse il dubbio
Che ti possa mentire?

Mi chiedi se ti amo
Per ora t’amo ancora
Però me ne stupisco
Almeno quanto te",Sad
"Sarò stata io
Con qualche frase sciocca
O sarai stato tu
Con un gesto villano
Quello che ora conta
È il tonfo di una porta
E il passo per le scale
Che ora non sento più

Certo che una volta
Quando si litigava
Bastava l’occasione
Di sfiorarsi passando
Per far finire tutto
In un giro di danza
Tra tavolo e credenza
E non pensarci più

Ed il ricordo
Galleggia piano
Sopra un motivo
Che a volte cantavo
Non so più il titolo
O chi era il cantante
So solo che faceva così

E ballo un po’ da sola
Tra tavolo e credenza
E sento i lacrimoni
Che stan per venir giù
Mi sento una cretina
Chissà che stai facendo
Sbatto nella credenza
Sono ingrassata un po’

Ed il ricordo galleggia piano
Sopra un motivo
Che a volte cantavo
Non so più il titolo
O chi era il cantante
So solo che faceva così",Sad
"In un mondo splendido, colorato e magico

Little ponies vivono, in pace sempre in armonia

Timidi e simpatici, burberi e romantici

Sono i caratteri, degli amici che troverai

Ed ogni giorno crescerai, quanti problemi risolverai

Insieme agli altri pony, lo sai, ti divertirai

Vola e vai, my little pony, se nuovi amici vorrai incontrare

Prendi il volo, ascolta il cuore, ed ogni avventura potrai affrontare

Vola e vai, my little pony, realizza i tuoi sogni e non ti fermare",Happy
"Aiuto!
Aiuto!
Aiuto!

Giusto non è
e i miei occhi continui a guardare
e la tua caccia incomincia, non so come fare
mi allontano da te
ma io so già che non ti arrenderai

Ce n’è di più
(aiuto!)
non parlarmi così
(aiuto!)
mi arrabbio, vedrai
(aiuto!)

Aiuto!

Sorridi perché
(aiuto!)
ti butti su me
(aiuto!)
il collo, quello no
(aiuto!)

Aiuto!

Non baciarmi più, non toccarmi
ma cosa ti prende?
Ma se continui così non ti dico più niente

Se mi parli così
io lo so che non resisterò

Amore con te
(aiuto!)
amore per me
(aiuto!)
amore, non lo so
(aiuto!)

Aiuto!

Amore con te
(aiuto!)
amore per me
(aiuto!)
amore, non lo so
(aiuto!)

Aiuto!
Aiuto!",Happy
"Hai giocato male
sul mio cuore un’altra volta
hai sbagliato proprio tutto
ancora tu

Apri le mie braccia
accarezza le mie labbra
se stasera tu rimani
cederò

un bacio
e ti amerò
un bacio
chi lo sa…

Quanta confusione
questa mia condizione
non è certo inclinazione
per te

L’unico momento
è quando piangi e ti riprendo
stretto forte sul mio petto
contro me

un bacio
e poi ti lascerò
un bacio
chi lo sa…

Sei tu l’amore
…
e in questo mio momento
ti amerò

Tu mi piaci tanto
te lo giuro, così tanto
sia nel bene che nel male
cederò

un bacio
che ti amerà
un bacio
chi lo sa…

un bacio
un bacio

Hai giocato male
sul mio cuore un’altra volta
hai sbagliato proprio tutto
ancora tu

Apri le mie braccia
accarezza le mie labbra
se stasera tu rimani
cederò

Apri le mie braccia
accarezza le mie labbra
se stasera tu rimani
cederò",Sad
"Un letto ancora caldo
du’ ciavatte incrociate
la camicia stirata
che casca da un cassetto

puzza di fumo freddo
attaccata alle tende
la vestaglia che pende
dal chiodo del bagnetto

peli da barba sparsi
per tutto il lavandino
‘na cicca in equilibrio
in pizzo ar tavolino 

du’ cappotti cascati
sotto l’attaccapanni
la porta è chiusa male
la chiudi sempre male

Dimme perché
tu vivi assieme a me
se niente che se dimo
è tutto quanto c’ho di te

Tu ce lo sai armeno quanto me
che se guardamo sempre 
ma nun se vedemo mai

Se po’ sta’ assieme
pe’ tante ragioni
amore, odio, tigna e convenienza
ma nun ce se po’ sta’ pe’ indifferenza
pe’ indifferenza è peggio che mori’

Arzandote dar letto
manco te se girato
col passo strascicato
sei andato ner bagnetto

ho inteso pure l’acqua
quanno te sei rasato
ho ‘nteso una bestemmia
forse te sei tajato

Pe’ pulitte le scarpe
hai usato lo zinale
che io c’ho lì in cucina
lo fai ogni mattina
un carcio alle ciavatte
dopo ho sentito sbatte’
la porta è chiusa male
la chiudi sempre male

Dimme perché
tu vivi assieme a me
se niente che se dimo
è tutto quanto c’ho di te

Tu ce lo sai armeno quanto me
che se guardamo sempre 
ma nun se vedemo mai

Se po’ sta’ assieme
pe’ tante ragioni
amore, odio, tigna e convenienza
ma nun ce se po’ sta’ pe’ indifferenza
pe’ indifferenza è peggio che mori’",Sad
"Siamo amanti da un anno e più, se son triste lui mi tira su.
Io lo chiamo ""frutto acerbo mio"", lui ""bugiarda"", io ""mia pazzia"".
Quando parla prendo i suoi sì e immagino i suoi perché
Si avvicina poi resta qui ""Tu mi piaci, dice, è così"".

Se chiudo gli occhi, è presente nella mente.
Diverso amore mio, a immagine di Dio
Sei proprio bello tu che t'invento.
Sulla tua pelle, io, sulle tue braccia, io
E da maestro m’insegni amore, solo amore.

Che tristezza quando lui va via, c’è silenzio, monotonia
Strapperei ogni cosa io, dopo tutto lui è solo mio.

Se chiudo gli occhi, è presente nella mente.
Diverso amore mio, a immagine di Dio
Sei proprio bello tu che t'invento.
Sulla tua pelle, io, sulle tue braccia, io
E da maestro m’insegni amore, solo amore.",Sad
"Sto cercando, io, qualcuno
ho bisogno di amore
sto cercando qualche cosa
per controllare il cuore

e se poi vengo a cercarti
non c’è un motivo in più
e se posso io toccarti
questo lo sai anche tu

dico no al divertimento
ma io cedo se lo sento
non capisco i miei amici
quando dicono “cos’hai?”

E se posso stare ferma
quella no, non sono io
e se posso a volte odiare
io so come devo fare

se la notte arriva presto
e non trovo il tuo calore
maledico tutto il giorno
maledico anche te

È noia questa gioia
che non si ferma mai
è noia questa gioia
questo amore senza nome

poi vorrei, vorrei adorarti
come un diamante sempre più
io vorrei, vorrei inventarti
ogni ora un po’ di più

e se io ti stringo forte
chiudi gli occhi per sembrare
quell’eterna intenzionata
quell’amante così sognata

È noia questa gioia
che non si ferma mai
è noia questa gioia
questo amore senza nome

poi vorrei, vorrei adorarti
come un diamante sempre più
io vorrei, vorrei inventarti
ogni ora un po’ di più",Sad
"Eravamo amanti
ora non lo siamo più
prima ti volevo
come mi volevi tu

Oggi mi hai voluto ancora e poi
è finito tutto
fra di noi

Eravamo amanti
ora non lo siamo più
prima ti bastavo
come mi bastavi tu

Il mio corpo chiede il tuo calore
la mia pelle ha perso il tuo sapore

A che serve dirsi, dirsi addio
solo a separare il mondo tuo dal mondo mio
come mai non lo capisci, come mai?
Da domani io che faccio? Tu che fai?

Siamo stati amanti
ora non lo siamo più
io ti voglio ancora 
come mi hai voluto tu
non ho fatto nulla per amarti
oggi farei tutto per riaverti

Siamo stati amanti
ora non lo siamo più
io ti cerco ancora 
come mi hai cercato tu
ma perché ti sento e non ci sei?
Tu mi manchi tanto e ti vorrei

A che serve dirsi, dirsi addio
se a restare sola non sarò soltanto io?
Come mai non lo capisci, come mai?
Proprio adesso che ti amo, te ne vai.

Come mai non lo capisci, come mai?
Proprio adesso che ti amo, te ne vai.",Sad
"Dico “no” ma ci sto
come andrà chi lo sa
fantastico è lui, ah ah

Sono io, folle io, questo sì, è così
terribile, che debole

Ma 
chissà
perché
gli piaccio tanto così

Ma no
io no
non sono tanto
credibile
affabile
per lui

non potrei
lasciarlo morire qui
negando i suoi “sì”?

Ma senza lui
che farei?
Dove andrei?
Fantastico… è mio!

Resto io
la sua io
questo sì
è così
ridicolo
che stupido

Ma 
chissà
perché
gli piaccio tanto così

Ma no
io no
non sono tanto
credibile
affabile
per lui

non potrei
lasciarlo morire qui
negando i suoi “sì”?",Sad
"Come sei dolce
dopo l’amore
qui sulla spalla stai
quasi dormendo

Stringimi
tienimi
io voglio imparare di nuovo
perché puoi
se lo vuoi
amarmi un’altra volta
come sai

Giorni più giorni, più giorni ti voglio
non ho vergogna del corpo, lo sento
vive la voglia di stare abbracciata con te
sempre di più
sono una donna felice quando sei qui

voglio sentire le mani sul viso
non mi spaventa più niente di niente
la prima volta piangevo ma dopo ho capito e l’ho fatto per te
e per amore son pronta a ripeterlo ancora

Tu mi rispondi
teneramente
e sottovoce accetti
il desiderio
del mio corpo
della mente
sono sicura che mi vuoi
perché puoi
se lo vuoi
amarmi un’altra volta
come sai

Giorni più giorni, più giorni ti voglio
non ho vergogna del corpo, lo sento
vive la voglia di stare abbracciata con te
sempre di più
sono una donna felice quando sei qui

voglio sentire le mani sul viso
non mi spaventa più niente di niente
la prima volta piangevo ma dopo ho capito e l’ho fatto per te
e per amore son pronta a ripeterlo ancora",Sad
"Ho atteso il tuo ritorno io
come vedi il tempo consuma tutto
sento che adesso mi ami tu
anche se poi
è così tardi

Accendevo il falò per te
e non avrei pensato
di piangere sul tuo petto

io cado giù
poi mi accarezzi tu
ma il cuore no
padrone non ha più

Adesso vai
vai
adesso vai
guerriero di una notte
ti ho amato tante volte
vai, vai, vai…
adesso vai
guerriero di un’estate
le labbra ti ho donate
vai

Debolezza mia quella che
mi tenne il posto da regalare a te
non ci penso, no
ai colpi non ci sto
anche se poi
perdo la testa

Adesso vai
vai
adesso vai
guerriero di una notte
ti ho amato tante volte
vai, vai, vai…
adesso vai
guerriero di un’estate
le labbra ti ho donate
vai

Adesso vai
vai…",Sad
"Ed il tempo scorre piano
lungo i muri, dentro al letto
è una vita e non mezz’ora 
che ti aspetto

Sulla tavola imbandita
per un’intima serata
s’è appassito anche il rosso
del rossetto

Cinque passi la mia stanza
ne avrò fatti più di cento
fa caldo, guardo fuori
per non vedere dentro
la solita tristezza che mi stringe il cuore

Quanta gente torna a casa
dove troverà tanta gente che aspetta
una sola come me
si guarda intorno
e accende un’altra sigaretta

E tu invece dove sei?
Ho dedicato a te i giorni belli
una vita intera
e un’altra ne darei
almeno vieni tu 
a prenderla, stasera

Ed il tempo segna lento
le paure e il mio tormento
si fermasse almeno solo un momento

Il telefono che suona
so già cosa mi dirai
“scusa amore, ho avuto un po’ da fare”

E lo lascio suonare
non m’importa più niente
corro alla finestra
non se ne deve andare
chi è solo come me
voglio chiamare

Venga, venga, su, signore
sì, certo, proprio lei
venga a portare qui un sorriso
è già tutto pronto qui
se vuole festeggiare
la fine di un amore

Corri, corri, amore mio
non ti conosco io
ma almeno dammi tu un sorriso
è già tutto pronto qui
mancava solo chi
portava un po’ d’amore",Sad
"Ora sì
io te lo dirò
ora sì
io ci proverò
ho voluto un uomo che non sa quello che fa
un miraggio in realtà non ha
illudere anche il tempo 
che mi dai
restare un’ombra che calpesterai

Un’aria fredda di egoismo
intorno a te
che a volte sento
anche quando non ci sei
ora sì
ora sì
ballerò

cercherò
sempre se mi andrà
uno che non ricordi te
certo dentro a un letto insieme a lui
che freddo avrò!
Forse tra le pieghe del lenzuolo cercherò
l’immagine appannata di noi due
frazioni di un momento dentro me

anche stasera
nel tuo regno tornerai
ma sei in ritardo e non rientri
come mai?
Ma perché non ci sei?
Ma perché non ci sei?

Cercherò
sempre se mi andrà
uno che non ricordi te
certo dentro a un letto insieme a lui
che freddo avrò!
Forse tra le pieghe del lenzuolo cercherò
l’immagine appannata di noi due
frazioni di un momento dentro me

anche stasera
nel tuo regno tornerai
ma sei in ritardo e non rientri
come mai?
Ma perché non ci sei?
Ma perché non ci sei?",Sad
"Quando è notte
Dio, quante volte
rimango sveglia
e penso meglio

cerco le mani
un suo “ti amo”
senza rimani
sento che il cuore
batte più forte
quando mi manca
quando il suo grido
non sento dentro
nel mio cervello
e la mia mente
no, non si arrende
che triste io!

Dio, nel suo addio
che confusione!
Senza il suo amore
non hanno senso
i pentimenti
i tradimenti
quando vorresti gridare, gridare:

Mia, mia, mia
mia, mia, mia
mia, mia, mia,
fra le braccia vorrei
farti male e urlare:

Mia, mia, mia
mia, mia, mia
mia, mia, mia…

poi sfinito e distrutto 
lasciarti soffrire

Certo, io spero
se fosse vero
scacciar la pena
in una sera
se all’improvviso
sentissi io
bussare alla porta
io questa volta
darei una festa
inviterei
le mie pareti
farei un rito
nel buio amico
e come bambino
noi ci diremmo
“ti amo, ti amo”

Mia, mia, mia
mia, mia, mia
mia, mia, mia,
fra le braccia vorrei
farti male e urlare:

Mia, mia, mia
mia, mia, mia
mia, mia, mia…

poi sfinito e distrutto 
lasciarti soffrire

Mia, mia, mia
mia, mia, mia
mia, mia, mia,
fra le braccia vorrei
farti male e urlare:

Mia, mia, mia
mia, mia, mia
mia, mia, mia…",Sad
"Io cammino confusa
con rabbia e col male
e alla mente che scoppia
sto strappando le ali

l’occasione di un momento
fa il cuore ladro
è il proverbio più giusto
che si addice al tuo caso

ho l’idea ti tornare 
a pensarti domani
come fare se tutto hai preso
dalle mie mani?

Crollo io
adesso io
davvero io

Pazza di te
mi sentivo
pazza di te
ero
pazza di te
contro il vento
è un tuo momento
è un tuo sentiero
se eri fiero

Pazza di te
mi sentivo
pazza di te

Pazza di te
contro un dubbio
un tuo affanno
un tuo momento
no, non mento

La mia casa è un mercato
di sogni incolore
le tue foto sui muri
non hanno più quel valore

l’occasione di un momento
fa il cuore ladro
è il proverbio più giusto
che si addice al tuo caso

Pazza di te
mi sentivo
pazza di te
ero
pazza di te
contro il vento
è un tuo momento
è un tuo sentiero
se eri fiero

Pazza di te
mi sentivo
pazza di te

Pazza di te
pazza di te
pazza di te
mi sentivo
pazza di te",Sad
"Scandivo dei numeri interi
leggendo le cifre sui muri
in una spirale dipinta
di donne estasiate 
che agisce convinta

La faccia era tutta un sorriso
perché mi sembrava che un prato
entrasse con tutti i colori
portando la rabbia nel corpo bruciato

Da sola mi stavo guardando
vedevo ogni cosa tremando
perché la sua immagine entrava
nella mia pelle bucata
di donna drogata
di donna drogata

Perdevo la giusta misura
volevo la fine del viaggio
cercavo una mano sicura
che avesse il coraggio
di farmi finire

Il sangue mi batte di nuovo
reale ma stanca mi trovo
sul letto per l’ultima scena
che vede il mio corpo morire di pena

Adesso mi sento più viva
la febbre del vuoto è finita
perché la sua immagine è uscita
dalla mia pelle bucata
di donna drogata
di donna drogata",Sad
"Il sole è arrivato già 
e l'orologio l'ha svegliato ormai
la porta accanto fa una penombra
distesa sopra me

il corpo addormentato e mal coperto
non lo lascia andare via
all’improvviso sento la sua bocca
che sa di me, di pazzia

La stessa intesa alla stessa ora
è quella che gli manca adesso
il corpo sta con me
ma il suo pensiero, chissà, mio Dio, se è quello vero

adesso io sento le sue mani
cercare, sì, la mia presenza
e dopo che darei
per poi sapere quello che di me lui pensa

adesso è arrivato il nuovo giorno
e il lavoro ricomincia
vi giuro, quando lui da me è assente
è distrutta la mia mente

e quasi posso a volte un po’ impazzire
fino al punto di morire
lo amo di profilo e con la luce
e se l’amore mio conduce

un gesto e accarezza i miei capelli
col suo profumo preferito
mi dice in un addio 
un “ti amo, a domani, hai capito?”

poi dopo un caffè mi sento sola
ma il suo pensiero mi consola
accendo il camino
guardando tutto il fumo io rivedo lui

a volte ho bisogno di pensarlo
piuttosto che amarlo
e non capirlo a volte è così strano
se non potessi più curarlo

io odio quella gente quando dice
che non esiste il vero amore
sciocchezze senza senso sono queste
che fanno male solo al cuore

adesso sto uccidendo io le ore
e sorrido sto aspettando
pensando quando poi verrà incontro
alla gioia io sprofondo

la porta all’improvviso
si apre presto
ed io finisco nel suo abbraccio
e il nostro amore intero
ci prende, ci consuma, ci tortura
dopo un giorno di silenzio
un giorno di silenzio

ci prende, ci consuma, ci tortura
dopo un giorno di silenzio
un giorno di silenzio",Sad
"Un gioco di luci ravviva il mio viso
il tempo l’ho perso da tempo
mi sento sbagliata
che corsa sfrenata con te

Non contano più le mie accuse
i giochi che tu sopportavi
eppure mi amavi, mi amavi, mi amavi
e adesso lo sento di più
molto di più
molto di più
molto di più

Se avessi te, se tu fossi qui
potrei ogni giorno guardarmi allo specchio
per farmi bella
bella, bella, come volevi tu
per farmi bella
bella, come volevi tu
per farmi bella, bella, bella
come volevi tu

E invece sì, sono vuota davvero
quella mia rabbia vale come il veleno

Mi sento triste, triste
e non volevo io
lascio i momenti proibiti in questo letto
e poi mi cullo nella speranza
se avessi te, se tu fossi qui

Non voglio una notte più scura di questa
domani non voglio bruciare
avevi già vinto ma senza barare 
con me

Sentirmi come una ribelle
che ha perso una guerra sfuggendo ai tuoi sguardi
ai tuoi sogni e alle pazze serate
che inventavi soltanto per me
non credevo io
non credevo io
non credevo io
non credevo io
non credevo io
non credevo io
no…

Se avessi te, se tu fossi qui
potrei ogni giorno guardarmi allo specchio
per farmi bella
bella, bella, come volevi tu
per farmi bella
bella, come volevi tu
per farmi bella, bella, bella
come volevi tu

E invece sì, sono vuota davvero
quella mia rabbia vale come il veleno

Mi sento triste, triste
e non volevo io
lascio i momenti proibiti in questo letto
e poi mi cullo nella speranza
se avessi te, se tu fossi qui",Sad
"Se fossi bella com’è bella lei
mi tratteresti forse con rispetto
ma sono io, così come son fatta io
ma mille e mille volte me l’hai detto

Se fossi forte com’è forte lei
ti strapperei dagli occhi quel sorriso
ma sono debole e non ho quasi peso io
e quando io ti parlo non mi parli in viso

Brava, io sono sempre brava
sicuramente brava
lo dici proprio tu
che sono solo brava
soltanto in quel momento
ma dopo l’amore tu
mi lasci sola
e te ne vai
via da me

Se fossi dolce com’è dolce lei
ti parlerei con molto sentimento
nelle tue braccia resterei soltanto io
ma solamente tu saresti contento

Se fossi tutte queste cose insieme
sarei anch’io scaltra come lei
per me la vita sarebbe tutte rose ma
io non sarei io
sarei un’altra

Brava, io sono sempre brava
sicuramente brava
lo dici proprio tu
che sono solo brava
soltanto in quel momento
ma dopo l’amore tu
mi lasci sola
e te ne vai
via da me

Brava, io sono sempre brava
sicuramente brava
lo dici proprio tu

Brava, io sono sempre brava
sicuramente brava
lo dici proprio tu",Sad
"Spicciati
spogliami
salvami
sposami
amore
ti amo

Spicciati
spogliami
salvami
sposami
amore
ti amo

Lui è bello
è giusto
davvero
io schiava, amante
ma sì
ma sì

Cacciatore d’amore
conquista sempre

E spicciati
spogliami
salvami
sposami
amore
ti amo

Spicciati
spogliami
salvami
sposami
amore
ti amo

Lui che pretende l’assurdo
io che di notte lo rubo
lo amo quando fa a botte per gioco
ma per farmi più male
non capite che cosa mi fa fare
voi amiche sì che mi potreste invidiare

E poi non dite che è mio solo la notte
perché sono io la sua galera
è cacciatore, spezzacuore, traditore
ma è un artista quando fa l’amore

Spogliami
salvami
spicciati
sposami
amore
ti amo

Spicciati
spogliami
salvami
sposami
amore
ti amo

è un soggetto mica male
ti giuro che ci sa fare
non so se rendo l’idea
non perdete l’occasione

gioia, tristezza, nasconderà
ma interamente si dà
provateci pure, amiche, vi sfido
ma intanto resto io la sua galera
dei suoi “sì”
dei suoi “se”

dei suoi “sì”
dei suoi “se”

Spicciati
spogliami
salvami
sposami
amore
ti amo

Spicciati
spogliami
salvami
sposami
amore
ti amo",Sad
